,job_title,company_name,location,duration,date_posted,Num_Applicants,Num_Views,Num_In_Consideration,Num_Not_Selected,skills_and_tools,salary,experience_needed,education_level,job_categories,career_level,job_description,job_requirements,job_link,Logo
10,Senior Data Analyst,Z2 Data,"Nasr City, Cairo",Full Time,1 month ago,103,8,1,0,"Analyst/Research,Data Analysis,Analysis,Administration,Computer Science,Data Analyst,Database,Data,Analyst,Information Technology (IT),Management",Confidential,2 To 4 Years,Bachelor'S Degree,Analyst/Research,Experienced (Non-Manager),"['Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.', 'Devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects.', 'Establish rules and procedures for data sharing with upper management, external stakeholders etc.', 'Support others in the daily use of data systems and ensure adherence to legal and company standards.', 'Assist with reports and data extraction when needed.', 'Monitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.).', 'Ensure digital databases and archives are protected from security breaches and data losses.', 'Troubleshoot data-related problems and authorize maintenance or modifications.', 'We are looking for an experienced Senior Data Analyst to oversee the development and use of data systems.', 'You will discover efficient ways to organize, store and analyze data with attention to security and confidentiality.', 'You should be able to fully grasp the complexity of data management.', 'The ideal candidate will have a strong understanding of databases and data analysis procedures.', 'You will also be tech-savvy and possess excellent troubleshooting skills.', 'The goal is to ensure that information flows timely and securely to and from the organization as well as within.']","['Proven experience as Senior Data Analyst minimum 2 years.', 'Excellent understanding of data administration and management functions (collection, analysis, distribution etc.).', 'Familiarity with modern database and information system technologies.', 'Proficient in MS Office (Excel, Access, Word, PowerPoint etc.).', 'An analytical mindset with problem-solving skills.', 'Excellent communication and collaboration skills.']",https://wuzzuf.net/jobs/p/ecDQZn7zPGxQ-Senior-Data-Analyst-Z2-Data-Cairo-Egypt?o=11&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
11,Senior Financial Data Analyst,Z2 Data,"Nasr City, Cairo",Full Time,1 month ago,102,20,10,5,"Accounting/Finance,Analyst/Research,Analysis,Accounting,Financial,Communication skills,Commerce,CFA,Data,Data Analysis,English,Finance,Financial Analysis,Reporting",Confidential,3 To 5 Years,Bachelor'S Degree,"Accounting/Finance,Analyst/Research",Experienced (Non-Manager),"['Analyzing the extracted information from the financial statements. ', 'Handling R&D and enhancing the operational techniques used to improve the data procedures in best possible way and facilitate the operational daily work of the teams.', 'Assigning Targets and setting plans for the teams according to the business needs.', 'Prepare and deliver the necessary training needed for new comers.', 'Supporting the new comers and teams on daily basis to ensure the process is implemented.', 'Testing the data inserted in the system and reporting any issue occurred in the process. ', 'Assisting the Financial Analysis Manager in daily technical tasks.', 'Reporting to the Finance Manager the operation progress on a weekly basis.']","['Bachelor degree of English Commerce is a Must.', 'Gender: Male or female.', 'Maximum age to apply: 28-30.', 'Excellent English Command.', 'CFA Certificate is Preferable or “On Going”.', 'Must have experience in Financial Analysis from 3-5 years.', ' Strong Communication skills, Researching skills, data gathering, data analysis, financial statements, must meeting the deadline, reporting skills, leadership skills.']",https://wuzzuf.net/jobs/p/r23QlbZLj34c-Senior-Financial-Data-Analyst-Z2-Data-Cairo-Egypt?o=12&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
12,Junior Financial Data Analyst,Z2 Data,"Nasr City, Cairo",Full Time,1 month ago,756,50,26,15,"Accounting/Finance,Analyst/Research,Analysis,Accounting,Financial Analysis,Financial Statements,Commerce,Communication skills,Data,Data Analysis,English,English commerce,Finance,Financial",Confidential,0 To 1 Year,Bachelor'S Degree,"Accounting/Finance,Analyst/Research",Entry Level (Junior Level / Fresh Grad),"['Analyzing the extracted information from the financial statements. ', 'Handling R&D and enhancing the operational techniques used to improve the data procedures in best possible way and facilitate the operational daily work of the teams.', 'Supporting the new comers and teams on daily basis to ensure the process is implemented.', 'Testing the data inserted in the system and reporting any issue occurred in the process. ', 'Assisting the Financial Analysis Manager in daily technical tasks.', 'Reporting to the Finance Manager the operation progress on a weekly basis.']","['Bachelor degree of English Commerce is a Must.', ' Gender: Male or female.', ' Maximum age to apply: 28-30.', 'Excellent English Command.', ' Strong Communication skills, Researching skills, data gathering, data analysis, financial statements, must meeting the deadline, reporting skills, leadership skills.']",https://wuzzuf.net/jobs/p/JeFJXhJWDb4O-Junior-Financial-Data-Analyst-Z2-Data-Cairo-Egypt?o=13&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
13,Data Analyst - Banha,Z2 Data,"Banha, Qalubia",Full Time,1 month ago,134,84,27,57,"Business Development,Analyst/Research,Analysis,Commerce,Computer Science,Data Analysis,English,MS Office,Information Technology (IT)",Confidential,0 To 3 Years,Bachelor'S Degree,"Business Development,Analyst/Research",Entry Level (Junior Level / Fresh Grad),"['Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.', 'Devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects.', 'Support others in the daily use of data systems and ensure adherence to legal and company standards.', 'Assist with reports and data extraction when needed.', 'Monitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.).', 'Ensure digital databases and archives are protected from security breaches and data losses.', 'Troubleshoot data-related problems and authorize maintenance or modifications.']","['A Graduate of Faculty of commerce.', 'Very good understanding of English.', 'Very good in MS office package.', 'Males or Female only.']",https://wuzzuf.net/jobs/p/5JCxxhUwHrzn-Data-Analyst---Banha-Z2-Data-Qalubia-Egypt?o=14&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
14,Data Entry Clerk,Parkville Pharmaceuticals,"Qalyub, Qalubia",Full Time,1 month ago,118,5,0,0,"Administration,excel,Microsoft,Numerical Analysis,Data Entry,Administration,Customer Service",Confidential,3 To 5 Years,Bachelor'S Degree,Administration,Experienced (Non-Manager),"['Insert customer/account or task data by inputting text-based and numerical information from source documents within time limits in addition to compiling/verifying the accuracy and sorting information according to priorities to prepare source data for computer entry.', 'Review data for deficiencies or errors, correct any incompatibilities if possible, and check the output besides research / obtain further information for incomplete documents in addition to applying data program techniques and procedures.', 'Generate reports, store completed work in designated locations, and perform backup operations regularly in order to secure the supply chain data.', 'Record / Maintain the required ISO documents and data besides keeping the information confidential in addition to scan documents and printing files when needed.', 'Respond to queries for information and access relevant files besides complying with data integrity and security policies while ensuring proper use of office equipment and addressing any malfunctions.', 'Testing new database systems and software updates to be easily used by other people for reference/reports, or making decisions.', 'Insert data of sales orders once received into the system in addition to following up with Finance for issuing the invoices in order to foster the inventory movement.']","['Microsoft Office applications (Excel, Word, Power Point)', 'Detailed Oriented', 'Organization Skills', 'Bachelor’s degree from reputable university ', 'Experience 3-5 years in similar role / responsibilities']",https://wuzzuf.net/jobs/p/XUci2nTpbcnI-Data-Entry-Clerk-Parkville-Pharmaceuticals-Qalubia-Egypt?o=15&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Parkville-Pharmaceuticals-Egypt-9968-1611482055.jpeg
15,Junior Data Analyst,Z2 Data,"Nasr City, Cairo",Full Time,1 month ago,594,11,1,0,"Analyst/Research,Data Analysis,Analysis,Commerce,Computer Science,Information Technology (IT),English,MS Office",Confidential,0 To 1 Year,Bachelor'S Degree,Analyst/Research,Entry Level (Junior Level / Fresh Grad),"['Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.', 'Devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects.', 'Support others in the daily use of data systems and ensure adherence to legal and company standards.', 'Assist with reports and data extraction when needed.', 'Monitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.).', 'Ensure digital databases and archives are protected from security breaches and data losses.', 'Troubleshoot data-related problems and authorize maintenance or modifications.']","['A Graduate of Faculty of commerce.', 'Very good understanding of English.', 'Very good in MS office package.', 'Males or Female .']",https://wuzzuf.net/jobs/p/vRmBDfFqeBXN-Junior-Data-Analyst-Z2-Data-Cairo-Egypt?o=16&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
16,Data Analyst,Arma Foods,"New Cairo, Cairo",Full Time,1 month ago,133,40,12,0,"Analyst/Research,Data Analysis,Analysis,Computer Science,Information Technology (IT),Reporting,Power BI,IT,analytical,Data,Engineering,English,Python,SQL,Tableau",Confidential,3 To 5 Years,Bachelor'S Degree,Analyst/Research,Experienced (Non-Manager),"['Develop the data analytics methods to collect relevant data from different sources in order to meet the needs of business growth.', 'Analyze and solve consumers’ queries by providing information on complex processes and the related policies, referring to others where necessary for interpretation of data.', 'Translate business questions into learning plans and then develop and conduct research studies to collect data to develop insights. ', 'Make sure that there is effective communication of market and consumer data.', 'Communicate findings, through data visualization, with concerned business teams to develop decision-making based on the data and insights available.', 'Deal with departments’ leaders to identify opportunities & strengths for better process improvements, recommend system modifications, and develop policies.', 'Use different statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts.', 'Prepare reports for stakeholders to help them make the right decisions and solve big issues in the right way.']","['Degree in Business, Technology, Engineering, or a related field.', '3 to 5 years of experience in business analysis & data analysis.', 'Excellent Command of English.', 'Experience in using SAP system is a must.', 'Good Knowledge at Sales BUZZ.', 'IT background.', 'High Command of report generating software like Power BI, Tableau or SSRS.', 'Good Knowledge of analytic/programming languages like SQL, Python or R.', 'Experience with Business Process& Task Management tools e.g., Click Up, Trello, Monday...etc.', 'Excellent analytical & reporting skills.']",https://wuzzuf.net/jobs/p/3ZTNoLhqBc6T-Data-Analyst-Arma-Foods-Cairo-Egypt?o=17&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/605909461621367edeb918.png
17,Financial Planning & Analysis Section Head,Confidential Company,"Gharbia, Egypt",Full Time,1 month ago,54,53,11,43,"Accounting/Finance,Analyst/Research,Accounting,Financial Planning,Analysis,Data Analysis,Financial Analysis,Oracle,Planning,Reporting,Financial Management,Finance,Financial,Leadership,CMA,AFA,Oracle Database,Communication,MS Office",Confidential,10 To 12 Years,Bachelor'S Degree,"Accounting/Finance,Analyst/Research","Senior Management (CEO, GM, Director, Head)","['Drives annual budget process, monthly re-forecasts, long-range planning, and on-going reporting vs. plan.', 'Creates, updates , and maintain financial models and detailed forecasts of the company’s future operational performance.', 'Monitor and Control Budget Expenses and CAPEX Monthly ,Quarter and Year.', 'Support the monthly close process through ownership of core models and templates. ', 'Partner with functional leads to analyze and improve expense performance, identify forecast risks and opportunities.', 'Analyze monthly, quarterly business results, KPIs, trends, and synthesize results / critical business insights to leadership and present the results to CFO , Owners & BOD.', 'Create, manage, and automate operational reports and dashboards to monitor the performance of the business']","['Bachelor’s Degree in Finance/Accounting.', 'At least 5-7 years of Financial Planning & Analysis experience', 'Knowledge of Oracle Systems is a Plus', 'Exceptional data analysis and reporting capabilities', 'CMA, AFA, or any similar certificate in Finance (Preferable)', 'Must possess advanced Excel and PowerPoint skills', 'Effective Communication & Leadership Skills']",https://wuzzuf.net/jobs/p/stf16Wkt7u0O-Financial-Planning-Analysis-Section-Head-Gharbia-Egypt?o=18&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
18,Data Analyst| MIS,GlobeMed Egypt,"Maadi, Cairo",Full Time,1 month ago,139,30,1,1,"IT/Software Development,Analyst/Research,MIS,Data Analytics,SAS,SQL,Tableau,Analysis,Database,Information Technology (IT),Computer Science,Data Analysis,Telecom Engineering,DevOps,BI",Confidential,2 To 5 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research",Experienced (Non-Manager),"['Understanding business requirements and plan solutions to address data needs', 'Develop, design, maintain, test, and publish Tableau dashboards and analytics, and schedule refresh', 'Collect, refine, and prepare data from various data sources for analytics and visualization', 'Manage and utilize the Tableau platform to extract meaningful insights from it', 'Manage Tableau-driven implementations, architecture, and administration', 'Partner with IT teams and business professionals to establish data-driven policies and strategies across the organization.', 'Drill-down data and prepare reports with utmost accuracy using various visualization and data modeling methods', 'Define access controls and implement security measures whenever required', 'Improve overall process in data management, collection, dashboard design, and entire product life-cycle', 'Solving any data or performance issues related to workbooks and data sources', 'Monitoring reports and dashboards and making necessary changes', 'Actively manage the performance and usability of Tableau to get the desired result']","['Bachelor’s degree in Computer Science, Management Information Systems, Mathematics or related field – Masters is a plus', '2 to 5 years of experience in data analysis – preferable in the health insurance sector', 'Certification in SAS or Tableau is preferable', 'Sound knowledge and experience in SAS programming, Microsoft Excel and SQL', 'Proficiency in analytics and database querying tools', 'Extensive experience in developing and managing dashboards and reports in Tableau', 'Excellent analytical skills to forecast and predict trends and insights using past and current data', 'Knowledge of data architecture, data modeling, data mapping, data analysis, and data visualization', 'Able to manipulate and blend data in order to design dashboards and visualization', 'Knowledge of data migration, BI tools integration, and extensions', 'Knowledge of code integration and languages like R and Python', 'Understanding of data security and its implementation', 'Knowledge of DevOps and basic project development lifecycle', ' Required soft skills:', 'Analytical Mindset', 'Strong written and verbal communication skills', 'Knowledge of design principles and quality processes', 'Understand and transform client expectations into technical requirements']",https://wuzzuf.net/jobs/p/UZjhvK3rVYOC-Data-Analyst-MIS-GlobeMed-Egypt-Cairo-Egypt?o=19&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/GlobeMed-Egypt-Egypt-3854-1557303001.png
19,Data Scientist “Mathematics/Physics”,Dafa,"Cairo, Egypt",Full Time,6 days ago,10,0,0,0,"IT/Software Development,Engineering - Telecom/Technology,Business Objects,Computer Science,D3,Data Mining,Gurobi,Information Technology (IT),Mathematics,Python,Spark,Statistics",Confidential,7 To 10 Years,Bachelor'S Degree,"IT/Software Development,Engineering - Telecom/Technology",Experienced (Non-Manager),"['We are looking for someone with 7-10 years of experience mining/manipulating data sets and building statistical models, has a Master’s or PHD in Physics/Statistics, Mathematics, Computer Science or another quantitative field.', 'Job Description', 'Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.', 'Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.', 'Assess the effectiveness and accuracy of new data sources and data gathering techniques.', 'Develop custom data models and algorithms to apply to data sets.', 'Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.', 'Develop company A/B testing framework and test model quality.', 'Coordinate with different functional teams to implement models and monitor outcomes.', 'Develop processes and tools to monitor and analyze model performance and data accuracy.']","['Requirements ', 'Strong problem solving skills with an emphasis on product development.', 'Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.', 'Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.', 'Experience working with and creating data architectures.', 'Coding knowledge and experience with several languages: C, C++, Java,', 'JavaScript, etc.', 'Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.', 'Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.', 'Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.', 'Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.', 'Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.', 'Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.', 'Experience visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3, ggplot, etc.']",https://wuzzuf.net/jobs/p/bRZ7uIbexSQa-Data-Scientist-“MathematicsPhysics”-Dafa-Cairo-Egypt?o=20&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Dafa-Egypt-76749-1662034171.png
20,Senior Data Insights Specialist,WUZZUF,"Cairo, Egypt","Full Time,Work From Home",1 month ago,71,67,27,9,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,Analysis,Business Intelligence,Communication,Communication skills,Computer Science,Data Analysis,SQL,Statistics,Marketing",Confidential,3 To 5 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Experienced (Non-Manager),"['JOB OBJECTIVE', ' The purpose of the Data Insights role is to translate data into meaningful information that promotes business performance and enables data-driven decision-making.', 'The Data Insights Specialist is responsible to create data models and providing visibility and analysis over key business measurements and performance indicators within the customer organization.', ""This includes assessing and defining requirements, designing tailored analytical models based on business stakeholders' needs, and creating fully digitized dashboards that meet the acceptance criteria."", 'Providing data and business insights based on the trends, patterns, and anomalies observed represents the added value that the role can bring to the business.', ' Note: data models here mean:  a way to organize and join data together for the purpose of data analysis. Data modeling is what we use to organize information for multiple tables and how they relate to each other. This helps tremendously in providing structure to the information in the system.', '', '  KEY ACCOUNTABILITIES', '', ' Create data models and digitized dashboards using the Power BI tool & Tableau in order to enable business stakeholders to make data-driven and commercially viable decisions.', 'Work with business stakeholders to define metrics and performance indicators across (JS and Employers) that are relevant to the business needs and goals.', 'Support the business stakeholders to define clear requirements and acceptance criteria for the assigned projects/tasks to drive change in the existing business as usual activity.', 'Create insights from the existing data by analyzing trends, distributions, anomalies, etc., and highlight the findings to the relevant audience.', 'Analysis of data quality issues and error-handling', 'Support BI system operations and data extraction using SQL', 'Conduct post-assessment exercises for launched commercial activities and promotions', ""Own the monthly reporting for the Marketing department's KPIs"", 'Develop and own the pricing logic and meters for existing and new packages', '  ']","['COMMUNICATIONS & WORKING RELATIONSHIPS', 'Internal:', 'Segments Marketing', 'Marketing Analytics', 'Business Development and Partnerships', 'Sales & Customer Success', 'Product', 'Finance', '6. QUALIFICATIONS, EXPERIENCE, SKILLS', 'Minimum Qualifications:', 'University degree, preferred in computer science/statistics/economics / statistics or equivalent;', 'Minimum Experience:', 'Experience of 4+ years in a role that requires extensive data analysis and structure of big volumes of data;', 'Excellent data management skills in Excel, Power BI,Tableau and any relevant tool matches the role', 'Previous experience in designing and implementing dashboards using business intelligence tools [Tableau preferred];', 'Outstanding analytical skills combined with a consultative approach towards the business stakeholders;', 'Good communication skills. Confident to work remotely, drive initiatives, and build trustful relationships with stakeholders on the various level in the organization', '', ' Job-Specific Skills:', 'Excellent communication skills. Being a great storyteller is a bonus.', 'Excellent English skills (verbal and written);', 'Excellent data modeling and statistical skills;', 'Knowledge of relational database principles is a must.', 'Ability to spot deviations, discover hidden trends and patterns, and ultimately conceive meaningful insights that address business problems.', 'Very good MS Office skills', 'Essential: MS Power BI skills & SQL, Minitab', 'Experience in Google Data Studio and/or Tableau', 'Experience with project & work management tools (e.g. Jira, Slack)', 'High motivation, initiative, flexibility, and dynamism', 'Very good conceptual skills and strategic thinking', 'Precise presentation of concepts and results', 'Strong analytical skills to forecast and identify trends and challenges']",https://wuzzuf.net/jobs/p/QewilVmKKm8a-Senior-Data-Insights-Specialist-WUZZUF-Cairo-Egypt?o=21&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/7663792566315d8070ef5b.png
21,Financial Planning & Analysis Section Head,Nahdet Misr Publishing Group,"Mohandessin, Giza",Full Time,17 days ago,163,151,20,3,"Accounting/Finance,Accounting,Commerce,Business Administration,Economics,CMA,CFA,CPA,Financial Analysis,ERP,SAP,Financial Management,Financial Planning,Finance,Analysis","Confidential, Bonuses",7 To 10 Years,Bachelor'S Degree,Accounting/Finance,Manager,"['Manage preparation of annual budget, forecast plans and monthly cash flow taking into account changes in tactical and strategic plans, operations, trends', 'Develop and execute monthly and quarterly reports and any ad-hoc reporting and analysis as needed.', 'Works closely with all Organization’s heads to make sure the required data is provided; decisions are assessed financially.', 'Works with all functions on ensuring clear visibility on results and proper control of OPEX, CAPEX spending of all departments and sales.', 'Provide decision support & feasibility studies for acquisitions & investments.', 'Ensures alignment with management goals and prepares presentations required for management reviews.', 'Responsible for all financial/managerial reporting in corporate systems and supports other functions reporting.', 'Ensures compliance with corporate policies and procedures from reporting aspect and ensures the proper documentation of all supporting documents.', 'Supports other functions in completing their reporting (Ex. Headcount, BI assumptions, etc.)', 'Monitor & evaluate materials’ consumption, labor efficiency and overheads in order to drive cost savings project, analyze budget versus actual variance and changes in P&L & cash flow.', 'Manage and develop senior financial analysts concerning report creation, quality, accuracy and timeliness.']","['Bachelor’s degree in Accounting / Business Administration/ Economics is required.', 'CMA, CFA or CPA is preferred.', '7-10 years of work experience in Financial Analysis “3 years in managerial role”.', 'Excellent command of Microsoft Excel.', 'ERP experience are needed preferably in SAP.', 'Ability to negotiate, solve problems and make effective decisions with strong analytical skills.', 'Fluency in English.']",https://wuzzuf.net/jobs/p/E33wWPzOxSOJ-Financial-Planning-Analysis-Section-Head-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=22&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Nahdet-Misr-Publishing-Group-Egypt-1272.png
22,Senior Marketing Executive,MQJC.TECHNOLOGY,"Cairo, Egypt",Full Time,5 days ago,29,29,11,0,"Marketing/PR/Advertising,Media/Journalism/Publishing,Advertising,Analysis,Marketing,Arabic,English,media,Social Media,social,Mandarin,Data Analysis",Confidential,More Than 2 Years,Bachelor'S Degree,"Marketing/PR/Advertising,Media/Journalism/Publishing",Experienced (Non-Manager),"['This role solid reports to Sr.Brand Manager (located in China). This role will be based at Cairo headquarters.', 'Responsibilities：', ""Social media daily operation: Familiar with various social media channels, such as Meta(Facebook), Instagram, YouTube, Tik Tok, Twitter,etc. Responsible for the daily operation of Apps's social media official accounts;"", 'Event and content support: Develop and execute online or offline promotion plans with in-app activities. Plan corresponding social media and offline activities, and word-of-mouth topics independently. Edit & publish high-quality and timely content and copywriting, social media data analysis;', ""Fan relationship maintenance: Maintain the relationship between the brand and fans/users through online social media and offline activities, enhance the linkage between fans and the company, and enhance users' understanding and support for the company's values;"", ""Marketing communication and business relationship development: Based on the company's business development needs, actively develop resources like PR, media agency, KOL, BBS, bloggers, news media, offline partnership, cross-brand collaboration etc.""]","['The ideal candidate will have:', ""Bachelor's degree in marketing, advertising, media, or related;"", 'Must proficient in Arabic, English and Mandarin;', ""Over 2 year's professional experience in social media, marketing or brand-related positions. Social apps/games/mobile internet industry is a plus;"", 'Attach working portfolio with the resume;', 'Media and offline resource(School, government, media agency, etc.) on the local market is a plus;', 'Good logical and data analysis ability, fast learning ability, and teamwork spirit.']",https://wuzzuf.net/jobs/p/pPkB6Rf7FD6I-Senior-Marketing-Executive-MQJC-TECHNOLOGY-Cairo-Egypt?o=23&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/208473797162f4ad2550f0c.png
23,Senior Data Analyst,Alarabia Group,"10th of Ramadan City, Cairo",Full Time,6 days ago,52,47,22,25,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,BI,BI Developer,Computer Science,developer,Information Technology (IT),Power,Power BI,power bi developer,SQL",Confidential,2 To 5 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Experienced (Non-Manager),"['To understand business requirements in the BI context and design data models to convert raw data to meaningful insights.', 'To create dashboards and visual interactive reports using Power BI.', 'To identify KPIs with clear objectives and monitor them consistently.', 'To analyze data and present it through reports that can help in decision-making.', 'To design, develop, and deploy Power BI scripts and perform efficient detailed analysis.', 'To perform DAX queries and functions in Power BI.', 'To create charts and document data with algorithms, parameters, models, and relations explanations.', 'To perform SQL querying for best results.', 'To use filters and graphs for a better understanding of the data.', 'To define and design new systems by analyzing current ETL processes.', 'To make technical changes to existing BI systems in order to enhance their working.', 'Develop and execute database queries and conduct analysis.', 'Maintain and support data analytics platforms.']","['BSc/BA in Computer Science or relevant field', '2 to 5 Years of experience in the same position.', 'Experience in PowerBI dashboard design, development and publishing', 'Experienced in analyzing data outside PowerBI using other tools', 'Very good knowledge of (SQL queries),, (SSRS) and (SSIS)', 'Background in data warehouse design (e.g. dimensional modeling) and data mining', 'In-depth understanding of database management systems.', 'Familiarity with BI technologies (MS Power BI or similar tools)']",https://wuzzuf.net/jobs/p/TWguALrIS6vT-Senior-Data-Analyst-Alarabia-Group-Cairo-Egypt?o=24&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Alarabia-Group-Egypt-11230-1512978595.jpg
